snippet,lead_paragraph,word_count,pub_date,headline.main,subsection_name,year
The question of how to share the burden of the waves of refugees crossing the Mediterranean is dividing the European Union after more than 360 drowned off Sicily this month.,"BRUSSELS — In the aftermath of the drowning deaths of more than 360 migrants in a packed boat off an Italian island this month, the question of how to share the burden of the refugees and asylum seekers crossing the Mediterranean Sea is dividing the European Union ahead of a meeting of national leaders starting Thursday.",1059,2013-10-24,Drownings Put Migration at Fore of European Meeting,Europe,2013
"Secretary General Ban Ki-moon, opening a conference in Geneva, called for “an exponential increase in global solidarity” over the next three years.","GENEVA — The United Nations secretary general, Ban Ki-moon, on Wednesday exhorted countries around the world to step up to their responsibilities and take in half a million Syrian refugees, rebuking political leaders who he said had instead resorted to demonizing asylum seekers.",778,2016-03-30,"U.N. Urges Countries to Take in 480,000 Syrian Refugees",Middle East,2016
"Water and electricity have been cut off to a Papua New Guinea detainee camp, but hundreds of asylum seekers are refusing to let Australia move them.","The United Nations warned on Thursday of an “unfolding humanitarian emergency” in Papua New Guinea, as hundreds of asylum seekers barricaded themselves inside an abandoned detention center on Manus Island, choosing to remain inside a camp devoid of food and clean water rather than relocate to alternative facilities in a city nearby.",795,2017-11-02,What Is Happening on Manus Island? The Detainee Crisis Explained,Australia,2017
"Serbia said on Thursday that the police had begun to enforce a ban on Croatian goods and cargo vehicles entering the country, prompting a stern rebuke.","LONDON — The migration crisis in Europe is fanning old tensions in the Balkans, prompting a war of words in a region where bloody memories run deep.",921,2015-09-24,Croatia and Serbia Trade Barbs as Migration Crisis Strains Ties,Europe,2015
The Iranian asylum seeker set himself on fire during a visit by United Nations officials to the detention center on the Pacific island nation of Nauru.,"An Iranian refugee set fire to himself on Wednesday on a remote Pacific island where Australia sends people who try to reach its shores by sea, apparently to protest that policy and conditions on the island.",689,2016-04-27,"Kept From Australia, Refugee at Nauru Center Sets Himself on Fire",Australia,2016
"The Open Society Foundations said work had become untenable in Hungary, where Prime Minister Viktor Orban has stifled dissent and demonized the group’s founder.","WARSAW — Under intense political pressure and the threat of legal sanctions, George Soros’s Open Society Foundations said on Tuesday that it had become impossible to work in Hungary, whose prime minister has blamed Mr. Soros for the country’s problems, and that the foundations would move their operations to Berlin.",947,2018-05-15,Soros Foundations Leaving Hungary Under Government Pressure,Europe,2018
Forensic experts collected bags of human remains on Monday that were found at the site of mass graves in northern Malaysia.,Forensic experts collected bags of human remains on Monday that were found at the site of mass graves in northern Malaysia.,0,2015-05-25,Decomposed Remains Found in Malaysia,Asia Pacific,2015
War and upheaval across parts of the Middle East and North Africa in recent years have driven more than 13 million children from school.,"War and upheaval across parts of the Middle East and North Africa in recent years have driven more than 13 million children from school — 40 percent of the affected area’s school-age population, the United Nations said Wednesday.",554,2015-09-03,Unicef Warns of Lost Generation of War Children Out of School,Middle East,2015
"The railway was criticized by Tibet advocates who said it would bring too many ethnic Han migrants to the capital, Lhasa, and other Tibetan areas.","BEIJING — China plans to extend by 2020 a railroad on the high trans-Himalayan plateau of Tibet to the borders of India, Bhutan and Nepal, according to a report in People’s Daily, the official mouthpiece of the Chinese Communist Party.",223,2014-07-25,China Plans Extension of Railroad to India Through Tibet,Asia Pacific,2014
A Palestinian girl’s plea to Chancellor Angela Merkel of Germany put a human face to the dilemma of tens of thousands of migrants pouring into Europe.,"BERLIN — Chancellor Angela Merkel’s response to a tearful Palestinian girl who pleaded for her family to be allowed to stay in Germany drew both praise and criticism on Thursday, as a video of the encounter spread across the Internet.",617,2015-07-16,Angela Merkel’s Encounter With a Teary Young Refugee Draws Mixed Reactions,Europe,2015
"Providing a disproportionate amount of the country's income while receiving little in return from its underperforming neighbors, Mumbai is the Germany of India.",NEW DELHI — There is a European quality to India.,910,2011-11-23,India's Similarity to the European Union,Asia Pacific,2011
Prime Minister Tony Abbott of Australia pledged Monday to work with Indonesia to stop the flow of people traveling by boat to Australia to seek asylum.," Prime Minister Tony Abbott of Australia pledged Monday to work with Indonesia to stop the flow of people traveling by boat to Australia to seek asylum, even as his new government pursued a tough policy of turning back vessels that has created diplomatic tension between the countries. Mr. Abbott, who traveled to Indonesia for talks, has come under fire for continuing a policy that ships asylum seekers arriving by boat to third countries for processing and denies them the right to ever settle in Australia. Mr. Abbott’s own plans for combating people smuggling — including forcing boats packed with asylum seekers back into Indonesian waters, buying up boats and gathering intelligence in Indonesian villages — have been heavily criticized by Indonesia. Migrants from the Middle East and South Asia pay smugglers to get them into Indonesia and then onto rickety boats that make the perilous voyage to the Australian territory of Christmas Island, where the migrants can apply for asylum. On Friday, a vessel carrying about 100 people from Lebanon, Pakistan and Iraq sank off West Java, killing at least 36 people. ",182,2013-10-01,Indonesia: Australian Leader Aims to Halt Flow of Asylum Seekers,Asia Pacific,2013
The announcement came days after President Rodrigo Duterte responded angrily to reports that a Filipino domestic worker had been found in a freezer in the gulf state.,"MANILA — The Philippines on Monday barred its citizens from traveling to Kuwait for employment, accusing the oil-rich gulf state of turning a blind eye to the abuse and even killing of domestic workers and other Filipinos.",414,2018-02-12,Philippines Bars Citizens From Working in Kuwait After Body Is Found,Asia Pacific,2018
"Mohammed Alhajali, 23, who survived a perilous crossing by sea and found refuge in Britain, was among the first victims of the Grenfell Tower fire to be identified.","The civil war in Syria turned Mohammed Alhajali into a refugee. After making a dangerous crossing to Europe by sea, a friend said, he eventually found refuge in Britain.",396,2017-06-16,Syrian Refugee Is Among Victims of London Fire,Europe,2017
"At a Mass that amplifies his voice around the globe, Francis evoked a parallel between the travails of migrants and those of the biblical holy family.","ROME — Pope Francis on Sunday used the Christmas Eve Mass that amplifies his voice around the globe to focus on refugees and migrants, drawing a parallel between their travails and that of the holy family at the time of the birth of Jesus.",460,2017-12-24,Pope Francis Puts Focus on Refugees in Christmas Eve Mass,Europe,2017
